"Sample","Exclude","Organism","Site","Country","Island","name","colour","clade"
"T-Reu_3728","No","Cratopus_nanus","Takamaka","France","Reunion Island","T-Reu_3728_Cratopus_nanus_(Takamaka-Reunion)","Blue","Cratopus nanus"
"T-Reu_3730","No","Cratopus_nanus","Takamaka","France","Reunion Island","T-Reu_3730_Cratopus_nanus_(Takamaka-Reunion)","Blue","Cratopus nanus"
"T-Reu_3732","No","Cratopus_nanus","Takamaka","France","Reunion Island","T-Reu_3732_Cratopus_nanus_(Takamaka-Reunion)","Blue","Cratopus nanus"
"T-Reu_3741","No","Cratopus_nanus","Grand_Etang","France","Reunion Island","T-Reu_3741_Cratopus_nanus_(Grand_Etang-Reunion)","Blue","Cratopus nanus"
"T-Reu_3789","No","Cratopus_nanus","Plaine_des_Fougiers","France","Reunion Island","T-Reu_3789_Cratopus_nanus_(Plaine_des_Fougiers-Reunion)","Blue","Cratopus nanus"
"T-Reu_3795","No","Cratopus_nanus","Plaine_des_Fougiers","France","Reunion Island","T-Reu_3795_Cratopus_nanus_(Plaine_des_Fougiers-Reunion)","Blue","Cratopus nanus"
"T-Reu_3837","No","Cratopus_nanus","Grand_Etang","France","Reunion Island","T-Reu_3837_Cratopus_nanus_(Grand_Etang-Reunion)","Blue","Cratopus nanus"
"T-Reu_3839","No","Cratopus_nanus","Grand_Etang","France","Reunion Island","T-Reu_3839_Cratopus_nanus_(Grand_Etang-Reunion)","Blue","Cratopus nanus"
"T-Reu_3844","Yes","Cratopus_nanus","Grand_Etang","France","Reunion Island","T-Reu_3844_Cratopus_nanus_(Grand_Etang-Reunion)","Blue","Cratopus nanus"
"T-Reu_3846","Yes","Cratopus_nanus","Grand_Etang","France","Reunion Island","T-Reu_3846_Cratopus_nanus_(Grand_Etang-Reunion)","Blue","Cratopus nanus"
"T-Reu_388","No","Cratopus_nanus","Hell_Bourg","France","Reunion Island","T-Reu_388_Cratopus_nanus_(Hell_Bourg-Reunion)","Blue","Cratopus nanus"
"T-Reu_4017","Yes","Cratopus_nanus","Les_Makes","France","Reunion Island","T-Reu_4017_Cratopus_nanus_(Les_Makes-Reunion)","Blue","Cratopus nanus"
"T-Reu_4033","Yes","Cratopus_nanus","Les_Makes","France","Reunion Island","T-Reu_4033_Cratopus_nanus_(Les_Makes-Reunion)","Blue","Cratopus nanus"
"T-Reu_4039","Yes","Cratopus_nanus","Les_Makes","France","Reunion Island","T-Reu_4039_Cratopus_nanus_(Les_Makes-Reunion)","Blue","Cratopus nanus"
"T-Reu_4041","Yes","Cratopus_nanus","Les_Makes","France","Reunion Island","T-Reu_4041_Cratopus_nanus_(Les_Makes-Reunion)","Blue","Cratopus nanus"
"T-Reu_4044","Yes","Cratopus_nanus","Les_Makes","France","Reunion Island","T-Reu_4044_Cratopus_nanus_(Les_Makes-Reunion)","Blue","Cratopus nanus"
"T-Reu_4054","Yes","Cratopus_nanus","Les_Makes","France","Reunion Island","T-Reu_4054_Cratopus_nanus_(Les_Makes-Reunion)","Blue","Cratopus nanus"
"T-Reu_4068","Yes","Cratopus_nanus","Les_Makes","France","Reunion Island","T-Reu_4068_Cratopus_nanus_(Les_Makes-Reunion)","Blue","Cratopus nanus"
"T-Reu_4103","Yes","Cratopus_nanus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4103_Cratopus_nanus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus nanus"
"T-Reu_4111","Yes","Cratopus_nanus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4111_Cratopus_nanus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus nanus"
"T-Reu_4120","Yes","Cratopus_nanus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4120_Cratopus_nanus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus nanus"
"T-Reu_4126","Yes","Cratopus_nanus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4126_Cratopus_nanus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus nanus"
"T-Reu_4151","Yes","Cratopus_nanus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4151_Cratopus_nanus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus nanus"
"T-Reu_4160","Yes","Cratopus_nanus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4160_Cratopus_nanus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus nanus"
"T-Reu_4166","Yes","Cratopus_nanus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4166_Cratopus_nanus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus nanus"
"T-Reu_4167","Yes","Cratopus_nanus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4167_Cratopus_nanus_(Plaine_d'Affouches-Reunion)","Blue","Cratopus nanus"
"T-Reu_4182","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4182_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4184","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4184_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4219","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4219_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4221","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4221_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4223","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4223_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4231","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4231_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4246","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4246_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4268","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4268_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4281","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4281_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4285","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4285_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4287","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4287_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4294","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4294_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4312","Yes","Cratopus_nanus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4312_Cratopus_nanus_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus nanus"
"T-Reu_4316","Yes","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4316_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4320","Yes","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4320_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4322","Yes","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4322_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4325","Yes","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4325_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4328","No","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4328_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4331","No","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4331_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4338","No","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4338_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4339","No","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4339_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4340","No","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4340_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4341","Yes","Cratopus_nanus","Plaine_des_Gregues","France","Reunion Island","T-Reu_4341_Cratopus_nanus_(Plaine_des_Gregues-Reunion)","Blue","Cratopus nanus"
"T-Reu_4342","No","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4342_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4347","No","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4347_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4350","No","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4350_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4365","No","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4365_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4369","No","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4369_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4372","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4372_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4389","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4389_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4391","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4391_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4417","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4417_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4453","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4453_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4455","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4455_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4457","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4457_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4487","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4487_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4491","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4491_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4505","Yes","Cratopus_nanus","Cap_Blanc","France","Reunion Island","T-Reu_4505_Cratopus_nanus_(Cap_Blanc-Reunion)","Blue","Cratopus nanus"
"T-Reu_4506","No","Cratopus_nanus","Foret_Dominale_Notre_Dame_de_la_Paix","France","Reunion Island","T-Reu_4506_Cratopus_nanus_(Foret_Dominale_Notre_Dame_de_la_Paix-Reunion)","Blue","Cratopus nanus"
"T-Reu_4510","No","Cratopus_nanus","Foret_Dominale_Notre_Dame_de_la_Paix","France","Reunion Island","T-Reu_4510_Cratopus_nanus_(Foret_Dominale_Notre_Dame_de_la_Paix-Reunion)","Blue","Cratopus nanus"
"T-Reu_4540","No","Cratopus_nanus","Foret_Dominale_Notre_Dame_de_la_Paix","France","Reunion Island","T-Reu_4540_Cratopus_nanus_(Foret_Dominale_Notre_Dame_de_la_Paix-Reunion)","Blue","Cratopus nanus"
"T-Reu_4546","No","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4546_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4595","No","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4595_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4601","No","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4601_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4605","No","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4605_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4609","No","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4609_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4617","Yes","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4617_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4618","Yes","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4618_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4619","Yes","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4619_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4620","Yes","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4620_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4621","Yes","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4621_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4623","Yes","Cratopus_nanus","Site_Dior","France","Reunion Island","T-Reu_4623_Cratopus_nanus_(Site_Dior-Reunion)","Blue","Cratopus nanus"
"T-Reu_4654","No","Cratopus_nanus","Grande_Coude","France","Reunion Island","T-Reu_4654_Cratopus_nanus_(Grande_Coude-Reunion)","Blue","Cratopus nanus"
"T-Reu_4659","No","Cratopus_nanus","Grande_Coude","France","Reunion Island","T-Reu_4659_Cratopus_nanus_(Grande_Coude-Reunion)","Blue","Cratopus nanus"
"T-Reu_4687","No","Cratopus_nanus","Grande_Coude","France","Reunion Island","T-Reu_4687_Cratopus_nanus_(Grande_Coude-Reunion)","Blue","Cratopus nanus"
"T-Reu_4698","No","Cratopus_nanus","Grande_Coude","France","Reunion Island","T-Reu_4698_Cratopus_nanus_(Grande_Coude-Reunion)","Blue","Cratopus nanus"
"T-Reu_4703","No","Cratopus_nanus","Grande_Coude","France","Reunion Island","T-Reu_4703_Cratopus_nanus_(Grande_Coude-Reunion)","Blue","Cratopus nanus"
"T-Reu_482","No","Cratopus_nanus","Ravine_de_la_Grande_Chaloupe","France","Reunion Island","T-Reu_482_Cratopus_nanus_(Ravine_de_la_Grande_Chaloupe-Reunion)","Blue","Cratopus nanus"
"T-Reu_4842","No","Cratopus_nanus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4842_Cratopus_nanus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus nanus"
"T-Reu_4844","No","Cratopus_nanus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4844_Cratopus_nanus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus nanus"
"T-Reu_4846","No","Cratopus_nanus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4846_Cratopus_nanus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus nanus"
"T-Reu_4848","No","Cratopus_nanus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4848_Cratopus_nanus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus nanus"
"T-Reu_4849","No","Cratopus_nanus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4849_Cratopus_nanus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus nanus"
"T-Reu_4850","Yes","Cratopus_nanus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4850_Cratopus_nanus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus nanus"
"T-Reu_4851","Yes","Cratopus_nanus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4851_Cratopus_nanus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus nanus"
"T-Reu_4856","Yes","Cratopus_nanus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4856_Cratopus_nanus_(Plaine_des_Chicots-Reunion)","Blue","Cratopus nanus"
"T-Reu_4919","No","Cratopus_nanus","Le_Block","France","Reunion Island","T-Reu_4919_Cratopus_nanus_(Le_Block-Reunion)","Blue","Cratopus nanus"
"T-Reu_4920","No","Cratopus_nanus","Le_Block","France","Reunion Island","T-Reu_4920_Cratopus_nanus_(Le_Block-Reunion)","Blue","Cratopus nanus"
"T-Reu_4937","No","Cratopus_nanus","Le_Block","France","Reunion Island","T-Reu_4937_Cratopus_nanus_(Le_Block-Reunion)","Blue","Cratopus nanus"
"T-Reu_2371","No","Cratopus_nigridorsis","Ravine_Jean_Payet","France","Reunion Island","T-Reu_2371_Cratopus_nigridorsis_(Ravine_Jean_Payet-Reunion)","Blue","Cratopus nigridorsis group"
"T-Reu_2983","No","Cratopus_nigridorsis","Vallee_Heureuse","France","Reunion Island","T-Reu_2983_Cratopus_nigridorsis_(Vallee_Heureuse-Reunion)","Blue","Cratopus nigridorsis group"
"T-Reu_3330","No","Cratopus_nigridorsis","Bayonne","France","Reunion Island","T-Reu_3330_Cratopus_nigridorsis_(Bayonne-Reunion)","Blue","Cratopus nigridorsis group"
"T-Reu_3808","No","Cratopus_nigridorsis","Sentier_Trophee_Mondial","France","Reunion Island","T-Reu_3808_Cratopus_nigridorsis_(Sentier_Trophee_Mondial-Reunion)","Blue","Cratopus nigridorsis group"
"T-Reu_3824","No","Cratopus_nigridorsis","Sentier_Trophee_Mondial","France","Reunion Island","T-Reu_3824_Cratopus_nigridorsis_(Sentier_Trophee_Mondial-Reunion)","Blue","Cratopus nigridorsis group"
"T-Mau_125","No","Cratopus_nigrogranatus","Machabee","Mauritius",,"T-Mau_125_Cratopus_nigrogranatus_(Machabee-Mauritius)","red","Cratopus nigrogranatus"
"T-Mau_127","No","Cratopus_nigrogranatus","Florin","Mauritius",,"T-Mau_127_Cratopus_nigrogranatus_(Florin-Mauritius)","red","Cratopus nigrogranatus"
"T-Mau_3863","No","Cratopus_nigrogranatus","Gorges","Mauritius",,"T-Mau_3863_Cratopus_nigrogranatus_(Gorges-Mauritius)","red","Cratopus nigrogranatus"
"T-Mau_284","No","Cratopus_ovalis","Snail_Rock","Mauritius",,"T-Mau_284_Cratopus_ovalis_(Snail_Rock-Mauritius)","red","Cratopus ovalis"
"T-Mau_3006","No","Cratopus_ovalis","Trois_Mamelles","Mauritius",,"T-Mau_3006_Cratopus_ovalis_(Trois_Mamelles-Mauritius)","red","Cratopus ovalis"
"T-Mau_3040","No","Cratopus_ovalis","Trois_Mamelles","Mauritius",,"T-Mau_3040_Cratopus_ovalis_(Trois_Mamelles-Mauritius)","red","Cratopus ovalis"
"T-Mau_3043","No","Cratopus_ovalis","Trois_Mamelles","Mauritius",,"T-Mau_3043_Cratopus_ovalis_(Trois_Mamelles-Mauritius)","red","Cratopus ovalis"
"T-Mau_3079","No","Cratopus_ovalis","Snail_Rock","Mauritius",,"T-Mau_3079_Cratopus_ovalis_(Snail_Rock-Mauritius)","red","Cratopus ovalis"
"T-Mau_3084","No","Cratopus_ovalis","Snail_Rock","Mauritius",,"T-Mau_3084_Cratopus_ovalis_(Snail_Rock-Mauritius)","red","Cratopus ovalis"
"T-Mau_3096","No","Cratopus_ovalis","Snail_Rock","Mauritius",,"T-Mau_3096_Cratopus_ovalis_(Snail_Rock-Mauritius)","red","Cratopus ovalis"
"T-Mau_3150","No","Cratopus_ovalis","Snail_Rock","Mauritius",,"T-Mau_3150_Cratopus_ovalis_(Snail_Rock-Mauritius)","red","Cratopus ovalis"
"T-Mau_3195","No","Cratopus_ovalis","Mondrain","Mauritius",,"T-Mau_3195_Cratopus_ovalis_(Mondrain-Mauritius)","red","Cratopus ovalis"
"T-Mau_3507","No","Cratopus_ovalis","Ebony_Forest","Mauritius",,"T-Mau_3507_Cratopus_ovalis_(Ebony_Forest-Mauritius)","red","Cratopus ovalis"
"T-Mau_360","No","Cratopus_ovalis","Corps_de_Garde","Mauritius",,"T-Mau_360_Cratopus_ovalis_(Corps_de_Garde-Mauritius)","red","Cratopus ovalis"
"T-Mau_363","No","Cratopus_ovalis","Corps_de_Garde","Mauritius",,"T-Mau_363_Cratopus_ovalis_(Corps_de_Garde-Mauritius)","red","Cratopus ovalis"
"T-Mau_377","No","Cratopus_ovalis","Corps_de_Garde","Mauritius",,"T-Mau_377_Cratopus_ovalis_(Corps_de_Garde-Mauritius)","red","Cratopus ovalis"
"T-Mau_379","No","Cratopus_ovalis","Corps_de_Garde","Mauritius",,"T-Mau_379_Cratopus_ovalis_(Corps_de_Garde-Mauritius)","red","Cratopus ovalis"
"T-Mau_3822","No","Cratopus_ovalis","Plaine_des_Roches","Mauritius",,"T-Mau_3822_Cratopus_ovalis_(Plaine_des_Roches-Mauritius)","red","Cratopus ovalis"
"T-Mau_3876","No","Cratopus_ovalis","Gorges","Mauritius",,"T-Mau_3876_Cratopus_ovalis_(Gorges-Mauritius)","red","Cratopus ovalis"
"T-Mau_3888","No","Cratopus_ovalis","Plaine_des_Roches","Mauritius",,"T-Mau_3888_Cratopus_ovalis_(Plaine_des_Roches-Mauritius)","red","Cratopus ovalis"
"T-Mau_3893","No","Cratopus_ovalis","Roches_Noires","Mauritius",,"T-Mau_3893_Cratopus_ovalis_(Roches_Noires-Mauritius)","red","Cratopus ovalis"
"T-Mau_3896","No","Cratopus_ovalis","Plaine_des_Roches","Mauritius",,"T-Mau_3896_Cratopus_ovalis_(Plaine_des_Roches-Mauritius)","red","Cratopus ovalis"
"T-Mau_3899","No","Cratopus_ovalis","Pointe_de_Roche_Noire","Mauritius",,"T-Mau_3899_Cratopus_ovalis_(Pointe_de_Roche_Noire-Mauritius)","red","Cratopus ovalis"
"T-Mau_3909","No","Cratopus_ovalis","Roches_Noires","Mauritius",,"T-Mau_3909_Cratopus_ovalis_(Roches_Noires-Mauritius)","red","Cratopus ovalis"
"T-Mau_391","No","Cratopus_ovalis","Corps_de_Garde","Mauritius",,"T-Mau_391_Cratopus_ovalis_(Corps_de_Garde-Mauritius)","red","Cratopus ovalis"
"T-Mau_3914","No","Cratopus_ovalis","Plaine_des_Roches","Mauritius",,"T-Mau_3914_Cratopus_ovalis_(Plaine_des_Roches-Mauritius)","red","Cratopus ovalis"
"T-Mau_3190","No","Cratopus_psittacus","Montagne_Camizard","Mauritius",,"T-Mau_3190_Cratopus_psittacus_(Montagne_Camizard-Mauritius)","red","Cratopus psittacus"
"T-Mau_3191","No","Cratopus_psittacus","Montagne_Camizard","Mauritius",,"T-Mau_3191_Cratopus_psittacus_(Montagne_Camizard-Mauritius)","red","Cratopus psittacus"
"T-Mau_3327","No","Cratopus_psittacus","Vallee_de_l'est","Mauritius",,"T-Mau_3327_Cratopus_psittacus_(Vallee_de_l'est-Mauritius)","red","Cratopus psittacus"
"T-Mau_3333","No","Cratopus_psittacus","Vallee_de_l'est","Mauritius",,"T-Mau_3333_Cratopus_psittacus_(Vallee_de_l'est-Mauritius)","red","Cratopus psittacus"
"T-Mau_3889","No","Cratopus_psittacus","Plaine_des_Roches","Mauritius",,"T-Mau_3889_Cratopus_psittacus_(Plaine_des_Roches-Mauritius)","red","Cratopus psittacus"
"T-Mau_444","No","Cratopus_psittacus","Lion_Mountain","Mauritius",,"T-Mau_444_Cratopus_psittacus_(Lion_Mountain-Mauritius)","red","Cratopus psittacus"
"T-Mau_248","No","Cratopus_punctum","Seama_Beach_Hotel","Mauritius",,"T-Mau_248_Cratopus_punctum_(Seama_Beach_Hotel-Mauritius)","red","Cratopus punctum"
"T-Mau_270","No","Cratopus_punctum","Seama_Beach_Hotel","Mauritius",,"T-Mau_270_Cratopus_punctum_(Seama_Beach_Hotel-Mauritius)","red","Cratopus punctum"
"T-Mau_271","No","Cratopus_punctum","Seama_Beach_Hotel","Mauritius",,"T-Mau_271_Cratopus_punctum_(Seama_Beach_Hotel-Mauritius)","red","Cratopus punctum"
"T-Mau_294","No","Cratopus_punctum","Ile_de_la_Passe","Mauritius",,"T-Mau_294_Cratopus_punctum_(Ile_de_la_Passe-Mauritius)","red","Cratopus punctum"
"T-Mau_311","No","Cratopus_punctum","Ile_de_la_Passe","Mauritius",,"T-Mau_311_Cratopus_punctum_(Ile_de_la_Passe-Mauritius)","red","Cratopus punctum"
"T-Mau_312","No","Cratopus_punctum","Ile_de_la_Passe","Mauritius",,"T-Mau_312_Cratopus_punctum_(Ile_de_la_Passe-Mauritius)","red","Cratopus punctum"
"T-Mau_313","No","Cratopus_punctum","Ile_de_la_Passe","Mauritius",,"T-Mau_313_Cratopus_punctum_(Ile_de_la_Passe-Mauritius)","red","Cratopus punctum"
"T-Mau_3204","No","Cratopus_punctum","Yemen","Mauritius",,"T-Mau_3204_Cratopus_punctum_(Yemen-Mauritius)","red","Cratopus punctum"
"T-Mau_3884","No","Cratopus_punctum","Plaine_des_Roches","Mauritius",,"T-Mau_3884_Cratopus_punctum_(Plaine_des_Roches-Mauritius)","red","Cratopus punctum"
"T-Mau_3911","No","Cratopus_punctum","Plaine_des_Roches","Mauritius",,"T-Mau_3911_Cratopus_punctum_(Plaine_des_Roches-Mauritius)","red","Cratopus punctum"
"T-Mau_3912","No","Cratopus_punctum","Plaine_des_Roches","Mauritius",,"T-Mau_3912_Cratopus_punctum_(Plaine_des_Roches-Mauritius)","red","Cratopus punctum"
"T-Reu_3911","No","Cratopus_punctum","Foret_dominale_de_la_cote_sous_le_vent","France","Reunion Island","T-Reu_3911_Cratopus_punctum_(Foret_dominale_de_la_cote_sous_le_vent-Reunion)","Blue","Cratopus punctum"
"T-Reu_3913","No","Cratopus_punctum","Foret_dominale_de_la_cote_sous_le_vent","France","Reunion Island","T-Reu_3913_Cratopus_punctum_(Foret_dominale_de_la_cote_sous_le_vent-Reunion)","Blue","Cratopus punctum"
"T-Reu_3915","No","Cratopus_punctum","Foret_dominale_de_la_cote_sous_le_vent","France","Reunion Island","T-Reu_3915_Cratopus_punctum_(Foret_dominale_de_la_cote_sous_le_vent-Reunion)","Blue","Cratopus punctum"
"T-Reu_3918","No","Cratopus_punctum","Foret_dominale_de_la_cote_sous_le_vent","France","Reunion Island","T-Reu_3918_Cratopus_punctum_(Foret_dominale_de_la_cote_sous_le_vent-Reunion)","Blue","Cratopus punctum"
"T-Reu_3921","No","Cratopus_punctum","Foret_dominale_de_la_cote_sous_le_vent","France","Reunion Island","T-Reu_3921_Cratopus_punctum_(Foret_dominale_de_la_cote_sous_le_vent-Reunion)","Blue","Cratopus punctum"
"T-ROU46","No","Cratopus_punctum","Round_Island","Mauritius",,"T-ROU46_Cratopus_punctum_(Round_Island-Mauritius)","red","Cratopus punctum"
