"Sample","Exclude","Organism","Site","Country","Island","name","colour","clade"
"T-Reu_2367","No","Cratopopsis_alluaudi","Plaine_des_Gregues","France","Reunion Island","T-Reu_2367_Cratopopsis_alluaudi_(Plaine_des_Gregues-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3153","No","Cratopopsis_alluaudi","Les_Makes","France","Reunion Island","T-Reu_3153_Cratopopsis_alluaudi_(Les_Makes-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3812","No","Cratopopsis_alluaudi","Sentier_Trophee_Mondial","France","Reunion Island","T-Reu_3812_Cratopopsis_alluaudi_(Sentier_Trophee_Mondial-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4047","No","Cratopopsis_alluaudi","Les_Makes","France","Reunion Island","T-Reu_4047_Cratopopsis_alluaudi_(Les_Makes-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4056","No","Cratopopsis_alluaudi","Les_Makes","France","Reunion Island","T-Reu_4056_Cratopopsis_alluaudi_(Les_Makes-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4057","No","Cratopopsis_alluaudi","Les_Makes","France","Reunion Island","T-Reu_4057_Cratopopsis_alluaudi_(Les_Makes-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4058","No","Cratopopsis_alluaudi","Les_Makes","France","Reunion Island","T-Reu_4058_Cratopopsis_alluaudi_(Les_Makes-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4343","No","Cratopopsis_alluaudi","Cap_Blanc","France","Reunion Island","T-Reu_4343_Cratopopsis_alluaudi_(Cap_Blanc-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4374","No","Cratopopsis_alluaudi","Cap_Blanc","France","Reunion Island","T-Reu_4374_Cratopopsis_alluaudi_(Cap_Blanc-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4396","No","Cratopopsis_alluaudi","Cap_Blanc","France","Reunion Island","T-Reu_4396_Cratopopsis_alluaudi_(Cap_Blanc-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4458","No","Cratopopsis_alluaudi","Cap_Blanc","France","Reunion Island","T-Reu_4458_Cratopopsis_alluaudi_(Cap_Blanc-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_81","No","Cratopopsis_alluaudi","Bayonne","France","Reunion Island","T-Reu_81_Cratopopsis_alluaudi_(Bayonne-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3458","No","Cratopopsis_antiquus","Piton_Mahot","France","Reunion Island","T-Reu_3458_Cratopopsis_antiquus_(Piton_Mahot-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3459","No","Cratopopsis_antiquus","Piton_Mahot","France","Reunion Island","T-Reu_3459_Cratopopsis_antiquus_(Piton_Mahot-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3460","No","Cratopopsis_antiquus","Piton_Mahot","France","Reunion Island","T-Reu_3460_Cratopopsis_antiquus_(Piton_Mahot-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3462","No","Cratopopsis_antiquus","Piton_Mahot","France","Reunion Island","T-Reu_3462_Cratopopsis_antiquus_(Piton_Mahot-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3465","No","Cratopopsis_antiquus","Piton_Hyacinthe","France","Reunion Island","T-Reu_3465_Cratopopsis_antiquus_(Piton_Hyacinthe-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3467","No","Cratopopsis_antiquus","Piton_Hyacinthe","France","Reunion Island","T-Reu_3467_Cratopopsis_antiquus_(Piton_Hyacinthe-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3471","No","Cratopopsis_antiquus","Piton_Hyacinthe","France","Reunion Island","T-Reu_3471_Cratopopsis_antiquus_(Piton_Hyacinthe-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3522","No","Cratopopsis_antiquus","Piton_Hyacinthe","France","Reunion Island","T-Reu_3522_Cratopopsis_antiquus_(Piton_Hyacinthe-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3526","No","Cratopopsis_antiquus","Piton_Hyacinthe","France","Reunion Island","T-Reu_3526_Cratopopsis_antiquus_(Piton_Hyacinthe-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3530","Yes","Cratopopsis_antiquus","Piton_Hyacinthe","France","Reunion Island","T-Reu_3530_Cratopopsis_antiquus_(Piton_Hyacinthe-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3605","No","Cratopopsis_antiquus","Foret_de_Bebour","France","Reunion Island","T-Reu_3605_Cratopopsis_antiquus_(Foret_de_Bebour-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4265","No","Cratopopsis_antiquus","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4265_Cratopopsis_antiquus_(Foret_de_Bel_Air-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3461","No","Cratopopsis_bistigma","Piton_Mahot","France","Reunion Island","T-Reu_3461_Cratopopsis_bistigma_(Piton_Mahot-Reunion)","Blue","Mauritius Cratopopsis group"
"T-Reu_3491","No","Cratopopsis_bistigma","Piton_Hyacinthe","France","Reunion Island","T-Reu_3491_Cratopopsis_bistigma_(Piton_Hyacinthe-Reunion)","Blue","Mauritius Cratopopsis group"
"T-Reu_4918","No","Cratopopsis_bistigma","Le_Block","France","Reunion Island","T-Reu_4918_Cratopopsis_bistigma_(Le_Block-Reunion)","Blue","Mauritius Cratopopsis group"
"T-Reu_80","No","Cratopopsis_bistigma","Bayonne","France","Reunion Island","T-Reu_80_Cratopopsis_bistigma_(Bayonne-Reunion)","Blue","Mauritius Cratopopsis group"
"T-Reu_225","No","Cratopopsis_coquereli","Volcano","France","Reunion Island","T-Reu_225_Cratopopsis_coquereli_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_227","No","Cratopopsis_coquereli","Volcano","France","Reunion Island","T-Reu_227_Cratopopsis_coquereli_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_230","No","Cratopopsis_coquereli","Volcano","France","Reunion Island","T-Reu_230_Cratopopsis_coquereli_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_235","No","Cratopopsis_coquereli","Volcano","France","Reunion Island","T-Reu_235_Cratopopsis_coquereli_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_237","No","Cratopopsis_coquereli","Volcano","France","Reunion Island","T-Reu_237_Cratopopsis_coquereli_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_248","Yes","Cratopopsis_coquereli","Volcano","France","Reunion Island","T-Reu_248_Cratopopsis_coquereli_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_250","Yes","Cratopopsis_coquereli","Volcano","France","Reunion Island","T-Reu_250_Cratopopsis_coquereli_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3146","No","Cratopopsis_coquereli","Piton_de_l'eau","France","Reunion Island","T-Reu_3146_Cratopopsis_coquereli_(Piton_de_l'eau-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3232","No","Cratopopsis_coquereli","Le_Maido","France","Reunion Island","T-Reu_3232_Cratopopsis_coquereli_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3236","No","Cratopopsis_coquereli","Le_Maido","France","Reunion Island","T-Reu_3236_Cratopopsis_coquereli_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3243","No","Cratopopsis_coquereli","Le_Maido","France","Reunion Island","T-Reu_3243_Cratopopsis_coquereli_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3246","No","Cratopopsis_coquereli","Le_Maido","France","Reunion Island","T-Reu_3246_Cratopopsis_coquereli_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3253","No","Cratopopsis_coquereli","Le_Maido","France","Reunion Island","T-Reu_3253_Cratopopsis_coquereli_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_228","No","Cratopopsis_cribatus","Volcano","France","Reunion Island","T-Reu_228_Cratopopsis_cribatus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_232","No","Cratopopsis_cribatus","Volcano","France","Reunion Island","T-Reu_232_Cratopopsis_cribatus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_241","No","Cratopopsis_cribatus","Volcano","France","Reunion Island","T-Reu_241_Cratopopsis_cribatus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_268","No","Cratopopsis_cribatus","Volcano","France","Reunion Island","T-Reu_268_Cratopopsis_cribatus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_269","No","Cratopopsis_cribatus","Volcano","France","Reunion Island","T-Reu_269_Cratopopsis_cribatus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_284","Yes","Cratopopsis_cribatus","Volcano","France","Reunion Island","T-Reu_284_Cratopopsis_cribatus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4779","No","Cratopopsis_cribatus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4779_Cratopopsis_cribatus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_93","Yes","Cratopopsis_cribatus","Volcano","France","Reunion Island","T-Reu_93_Cratopopsis_cribatus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2325","Yes","Cratopopsis_fulvicornis","unknown","France","Reunion Island","T-Reu_2325_Cratopopsis_fulvicornis_(unknown-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2572","No","Cratopopsis_fulvicornis","Le_Maido","France","Reunion Island","T-Reu_2572_Cratopopsis_fulvicornis_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2609","No","Cratopopsis_fulvicornis","Le_Maido","France","Reunion Island","T-Reu_2609_Cratopopsis_fulvicornis_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2612","No","Cratopopsis_fulvicornis","Le_Maido","France","Reunion Island","T-Reu_2612_Cratopopsis_fulvicornis_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2614","No","Cratopopsis_fulvicornis","Le_Maido","France","Reunion Island","T-Reu_2614_Cratopopsis_fulvicornis_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2623","No","Cratopopsis_fulvicornis","Le_Maido","France","Reunion Island","T-Reu_2623_Cratopopsis_fulvicornis_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2661","No","Cratopopsis_fulvicornis","Route_des_Tamarinds","France","Reunion Island","T-Reu_2661_Cratopopsis_fulvicornis_(Route_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2663","No","Cratopopsis_fulvicornis","Route_des_Tamarinds","France","Reunion Island","T-Reu_2663_Cratopopsis_fulvicornis_(Route_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2664","No","Cratopopsis_fulvicornis","Route_des_Tamarinds","France","Reunion Island","T-Reu_2664_Cratopopsis_fulvicornis_(Route_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2720","No","Cratopopsis_fulvicornis","Route_des_Tamarinds","France","Reunion Island","T-Reu_2720_Cratopopsis_fulvicornis_(Route_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2735","No","Cratopopsis_fulvicornis","Route_des_Tamarinds","France","Reunion Island","T-Reu_2735_Cratopopsis_fulvicornis_(Route_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2744","No","Cratopopsis_fulvicornis","Route_des_Tamarinds","France","Reunion Island","T-Reu_2744_Cratopopsis_fulvicornis_(Route_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2749","No","Cratopopsis_fulvicornis","Route_des_Tamarinds","France","Reunion Island","T-Reu_2749_Cratopopsis_fulvicornis_(Route_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_296","No","Cratopopsis_fulvicornis","Le_Block","France","Reunion Island","T-Reu_296_Cratopopsis_fulvicornis_(Le_Block-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3148","No","Cratopopsis_fulvicornis","Route_des_Tamarinds","France","Reunion Island","T-Reu_3148_Cratopopsis_fulvicornis_(Route_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3245","Yes","Cratopopsis_fulvicornis","Le_Maido","France","Reunion Island","T-Reu_3245_Cratopopsis_fulvicornis_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3252","Yes","Cratopopsis_fulvicornis","Le_Maido","France","Reunion Island","T-Reu_3252_Cratopopsis_fulvicornis_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4759","No","Cratopopsis_fulvicornis","Trois_Bassins","France","Reunion Island","T-Reu_4759_Cratopopsis_fulvicornis_(Trois_Bassins-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4761","No","Cratopopsis_fulvicornis","Trois_Bassins","France","Reunion Island","T-Reu_4761_Cratopopsis_fulvicornis_(Trois_Bassins-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4763","No","Cratopopsis_fulvicornis","Trois_Bassins","France","Reunion Island","T-Reu_4763_Cratopopsis_fulvicornis_(Trois_Bassins-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4767","No","Cratopopsis_fulvicornis","Trois_Bassins","France","Reunion Island","T-Reu_4767_Cratopopsis_fulvicornis_(Trois_Bassins-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4768","No","Cratopopsis_fulvicornis","Trois_Bassins","France","Reunion Island","T-Reu_4768_Cratopopsis_fulvicornis_(Trois_Bassins-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4769","Yes","Cratopopsis_fulvicornis","Trois_Bassins","France","Reunion Island","T-Reu_4769_Cratopopsis_fulvicornis_(Trois_Bassins-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4770","Yes","Cratopopsis_fulvicornis","Trois_Bassins","France","Reunion Island","T-Reu_4770_Cratopopsis_fulvicornis_(Trois_Bassins-Reunion)","Blue","Reunion Cratopopsis group"
"T-Mau_26","No","Cratopopsis_impressus","Montagne_Cocotte","Mauritius",,"T-Mau_26_Cratopopsis_impressus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_3266","No","Cratopopsis_impressus","Montagne_Cocotte","Mauritius",,"T-Mau_3266_Cratopopsis_impressus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_3300","No","Cratopopsis_impressus","Montagne_Cocotte","Mauritius",,"T-Mau_3300_Cratopopsis_impressus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_3546","No","Cratopopsis_impressus","Le_Pouce","Mauritius",,"T-Mau_3546_Cratopopsis_impressus_(Le_Pouce-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_30","No","Cratopopsis_mauritianus","Montagne_Cocotte","Mauritius",,"T-Mau_30_Cratopopsis_mauritianus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_31","Yes","Cratopopsis_mauritianus","Montagne_Cocotte","Mauritius",,"T-Mau_31_Cratopopsis_mauritianus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_3268","No","Cratopopsis_mauritianus","Montagne_Cocotte","Mauritius",,"T-Mau_3268_Cratopopsis_mauritianus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_3270","No","Cratopopsis_mauritianus","Montagne_Cocotte","Mauritius",,"T-Mau_3270_Cratopopsis_mauritianus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_3273","No","Cratopopsis_mauritianus","Montagne_Cocotte","Mauritius",,"T-Mau_3273_Cratopopsis_mauritianus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Mau_35","No","Cratopopsis_mauritianus","Montagne_Cocotte","Mauritius",,"T-Mau_35_Cratopopsis_mauritianus_(Montagne_Cocotte-Mauritius)","red","Mauritius Cratopopsis group"
"T-Reu_4194","No","Cratopopsis_nitidifrons","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4194_Cratopopsis_nitidifrons_(Foret_de_Bel_Air-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4279","No","Cratopopsis_nitidifrons","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4279_Cratopopsis_nitidifrons_(Foret_de_Bel_Air-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4296","No","Cratopopsis_nitidifrons","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4296_Cratopopsis_nitidifrons_(Foret_de_Bel_Air-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2426","No","Cratopopsis_obscurus","Plaine_des_Fougiers","France","Reunion Island","T-Reu_2426_Cratopopsis_obscurus_(Plaine_des_Fougiers-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_2430","No","Cratopopsis_obscurus","Route_de_Plaine_de_les_fougiers","France","Reunion Island","T-Reu_2430_Cratopopsis_obscurus_(Route_de_Plaine_de_les_fougiers-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_256","No","Cratopopsis_obscurus","Volcano","France","Reunion Island","T-Reu_256_Cratopopsis_obscurus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_257","No","Cratopopsis_obscurus","Volcano","France","Reunion Island","T-Reu_257_Cratopopsis_obscurus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_258","No","Cratopopsis_obscurus","Volcano","France","Reunion Island","T-Reu_258_Cratopopsis_obscurus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_261","No","Cratopopsis_obscurus","Volcano","France","Reunion Island","T-Reu_261_Cratopopsis_obscurus_(Volcano-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3131","No","Cratopopsis_obscurus","Plaine_d'Affouches","France","Reunion Island","T-Reu_3131_Cratopopsis_obscurus_(Plaine_d'Affouches-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3254","No","Cratopopsis_obscurus","Le_Maido","France","Reunion Island","T-Reu_3254_Cratopopsis_obscurus_(Le_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3260","No","Cratopopsis_obscurus","Route_forrestiere_du_Maido","France","Reunion Island","T-Reu_3260_Cratopopsis_obscurus_(Route_forrestiere_du_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3261","No","Cratopopsis_obscurus","Route_forrestiere_du_Maido","France","Reunion Island","T-Reu_3261_Cratopopsis_obscurus_(Route_forrestiere_du_Maido-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3757","No","Cratopopsis_obscurus","Plaine_des_Fougiers","France","Reunion Island","T-Reu_3757_Cratopopsis_obscurus_(Plaine_des_Fougiers-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3765","No","Cratopopsis_obscurus","Plaine_des_Fougiers","France","Reunion Island","T-Reu_3765_Cratopopsis_obscurus_(Plaine_des_Fougiers-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4072","No","Cratopopsis_obscurus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4072_Cratopopsis_obscurus_(Plaine_d'Affouches-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4775","No","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4775_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4777","No","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4777_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4780","No","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4780_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4781","No","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4781_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4805","No","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4805_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4806","Yes","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4806_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4815","Yes","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4815_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4828","Yes","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4828_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4835","Yes","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4835_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4868","Yes","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4868_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4869","Yes","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4869_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4878","Yes","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4878_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4880","Yes","Cratopopsis_obscurus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4880_Cratopopsis_obscurus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_5054","No","Cratopopsis_obscurus","Plaine_des_Tamarinds","France","Reunion Island","T-Reu_5054_Cratopopsis_obscurus_(Plaine_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_5073","No","Cratopopsis_obscurus","Plaine_des_Tamarinds","France","Reunion Island","T-Reu_5073_Cratopopsis_obscurus_(Plaine_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_5084","No","Cratopopsis_obscurus","Plaine_des_Tamarinds","France","Reunion Island","T-Reu_5084_Cratopopsis_obscurus_(Plaine_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_5093","No","Cratopopsis_obscurus","Plaine_des_Tamarinds","France","Reunion Island","T-Reu_5093_Cratopopsis_obscurus_(Plaine_des_Tamarinds-Reunion)","Blue","Reunion Cratopopsis group"
"T-Rod_102","No","Cratopopsis_pauliani","Mt_Malartic","Mauritius","Rodrigues Island","T-Rod_102_Cratopopsis_pauliani_(Mt_Malartic-Mauritius, Rodrigues Island)","#197319","Cratopopsis pauliani"
"T-Rod_110","No","Cratopopsis_pauliani","Mt_Malartic","Mauritius","Rodrigues Island","T-Rod_110_Cratopopsis_pauliani_(Mt_Malartic-Mauritius, Rodrigues Island)","#197319","Cratopopsis pauliani"
"T-Rod_117","No","Cratopopsis_pauliani","Mt_Malartic","Mauritius","Rodrigues Island","T-Rod_117_Cratopopsis_pauliani_(Mt_Malartic-Mauritius, Rodrigues Island)","#197319","Cratopopsis pauliani"
"T-Rod_219","No","Cratopopsis_pauliani","Mt_Persil","Mauritius","Rodrigues Island","T-Rod_219_Cratopopsis_pauliani_(Mt_Persil-Mauritius, Rodrigues Island)","#197319","Cratopopsis pauliani"
"T-Rod_241","No","Cratopopsis_pauliani","Mt_Limon","Mauritius","Rodrigues Island","T-Rod_241_Cratopopsis_pauliani_(Mt_Limon-Mauritius, Rodrigues Island)","#197319","Cratopopsis pauliani"
"T-Rod_56","No","Cratopopsis_pauliani","Mt_Limon","Mauritius","Rodrigues Island","T-Rod_56_Cratopopsis_pauliani_(Mt_Limon-Mauritius, Rodrigues Island)","#197319","Cratopopsis pauliani"
"T-Reu_3144","Yes","Cratopopsis_villosulus","unknown","France","Reunion Island","T-Reu_3144_Cratopopsis_villosulus_(unknown-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3179","No","Cratopopsis_villosulus","Les_Makes","France","Reunion Island","T-Reu_3179_Cratopopsis_villosulus_(Les_Makes-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3227","No","Cratopopsis_villosulus","Les_Makes","France","Reunion Island","T-Reu_3227_Cratopopsis_villosulus_(Les_Makes-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_3799","No","Cratopopsis_villosulus","Plaine_des_Fougiers","France","Reunion Island","T-Reu_3799_Cratopopsis_villosulus_(Plaine_des_Fougiers-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4051","No","Cratopopsis_villosulus","Les_Makes","France","Reunion Island","T-Reu_4051_Cratopopsis_villosulus_(Les_Makes-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4137","No","Cratopopsis_villosulus","Plaine_d'Affouches","France","Reunion Island","T-Reu_4137_Cratopopsis_villosulus_(Plaine_d'Affouches-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4744","No","Cratopopsis_villosulus","Cascade_du_Chien","France","Reunion Island","T-Reu_4744_Cratopopsis_villosulus_(Cascade_du_Chien-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4778","No","Cratopopsis_villosulus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4778_Cratopopsis_villosulus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4857","No","Cratopopsis_villosulus","Le_Block","France","Reunion Island","T-Reu_4857_Cratopopsis_villosulus_(Le_Block-Reunion)","Blue","Reunion Cratopopsis group"
"T-Reu_4873","No","Cratopopsis_villosulus","Plaine_des_Chicots","France","Reunion Island","T-Reu_4873_Cratopopsis_villosulus_(Plaine_des_Chicots-Reunion)","Blue","Reunion Cratopopsis group"
"T-Mau_141","No","Cratopus_aeneoniger","L'Etoiles","Mauritius",,"T-Mau_141_Cratopus_aeneoniger_(L'Etoiles-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_142","No","Cratopus_aeneoniger","L'Etoiles","Mauritius",,"T-Mau_142_Cratopus_aeneoniger_(L'Etoiles-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_154","No","Cratopus_aeneoniger","L'Etoiles","Mauritius",,"T-Mau_154_Cratopus_aeneoniger_(L'Etoiles-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_155","No","Cratopus_aeneoniger","L'Etoiles","Mauritius",,"T-Mau_155_Cratopus_aeneoniger_(L'Etoiles-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_156","No","Cratopus_aeneoniger","L'Etoiles","Mauritius",,"T-Mau_156_Cratopus_aeneoniger_(L'Etoiles-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_157","Yes","Cratopus_aeneoniger","L'Etoiles","Mauritius",,"T-Mau_157_Cratopus_aeneoniger_(L'Etoiles-Mauritius)","red","Cratopus aeneoniger group"
